CODE,RAW DATE,TERCODIGO,YEAR,NIVNOME,"VALUE (R$ (mil), a preços do ano 2010)"
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2701803,2010,Municípios,27883.922
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2503555,2010,Municípios,27896.854
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3533304,2010,Municípios,27900.223
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2101970,2010,Municípios,27913.902
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2504702,2010,Municípios,27947.493
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2210938,2010,Municípios,27949.756
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2102408,2010,Municípios,27958.901
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2906402,2010,Municípios,27967.744
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3156452,2010,Municípios,27969.496
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5221304,2010,Municípios,27970.196
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5204607,2010,Municípios,27973.144
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4305157,2010,Municípios,28000.345
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2300804,2010,Municípios,28052.628
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3169059,2010,Municípios,28060.642
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2708204,2010,Municípios,28068.772
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1505601,2010,Municípios,28106.12
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2803807,2010,Municípios,28116.998
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3120300,2010,Municípios,28155.005
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2104081,2010,Municípios,28155.158
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5212907,2010,Municípios,28163.664
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2922854,2010,Municípios,28168.556
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2206696,2010,Municípios,28191.627
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2406007,2010,Municípios,28207.335
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2901502,2010,Municípios,28218.465
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3549607,2010,Municípios,28250.395
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2512721,2010,Municípios,28273.247
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3157302,2010,Municípios,28317.762
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2304608,2010,Municípios,28343.629
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3122470,2010,Municípios,28359.197
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3530003,2010,Municípios,28361.844
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4314555,2010,Municípios,28364.188
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2111573,2010,Municípios,28392.433
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2111722,2010,Municípios,28400.418
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3527256,2010,Municípios,28407.974
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3110806,2010,Municípios,28411.225
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3127339,2010,Municípios,28450.194
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2602506,2010,Municípios,28450.25
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5106273,2010,Municípios,28464.285
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3162575,2010,Municípios,28472.035
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2900603,2010,Municípios,28474.437
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5209606,2010,Municípios,28531.775
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3150109,2010,Municípios,28534.907
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2107258,2010,Municípios,28562.803
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4205431,2010,Municípios,28588.44
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4322343,2010,Municípios,28612.721
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4306924,2010,Municípios,28613.182
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3146255,2010,Municípios,28615.541
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4128302,2010,Municípios,28625.084
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3119708,2010,Municípios,28638.246
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205953,2010,Municípios,28647.958
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4308052,2010,Municípios,28684.637
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1703909,2010,Municípios,28715.478
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2703908,2010,Municípios,28731.46
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5200209,2010,Municípios,28739.939
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2918605,2010,Municípios,28765.706
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3509957,2010,Municípios,28773.601
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2503902,2010,Municípios,28782.716
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3136405,2010,Municípios,28783.96
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4315131,2010,Municípios,28793.858
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2206720,2010,Municípios,28844.0
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1703305,2010,Municípios,28849.247
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3513850,2010,Municípios,28893.461
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2513158,2010,Municípios,28894.554
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2110237,2010,Municípios,28923.114
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3163409,2010,Municípios,28931.887
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2307205,2010,Municípios,28974.605
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2922201,2010,Municípios,28993.852
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3169109,2010,Municípios,29008.096
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1712009,2010,Municípios,29084.035
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2909000,2010,Municípios,29108.155
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2505600,2010,Municípios,29135.367
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3126604,2010,Municípios,29193.923
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2105450,2010,Municípios,29201.352
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3157401,2010,Municípios,29204.741
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2406205,2010,Municípios,29222.0
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2806503,2010,Municípios,29223.808
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3138682,2010,Municípios,29249.047
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2502904,2010,Municípios,29259.092
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2111789,2010,Municípios,29262.055
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4310579,2010,Municípios,29265.802
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2103109,2010,Municípios,29268.355
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4206751,2010,Municípios,29274.788
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4322376,2010,Municípios,29289.488
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3100807,2010,Municípios,29292.395
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3167707,2010,Municípios,29299.276
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2907558,2010,Municípios,29343.978
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3117836,2010,Municípios,29366.925
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2206803,2010,Municípios,29375.894
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3547403,2010,Municípios,29392.726
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2405108,2010,Municípios,29393.536
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3132008,2010,Municípios,29415.116
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3160959,2010,Municípios,29448.622
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2508505,2010,Municípios,29449.672
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3120151,2010,Municípios,29482.886
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1705557,2010,Municípios,29498.631
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1503002,2010,Municípios,29520.56
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4300554,2010,Municípios,29527.274
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4117297,2010,Municípios,29528.42
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3138658,2010,Municípios,29545.235
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2200707,2010,Municípios,29595.307
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2703403,2010,Municípios,29606.707
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2801603,2010,Municípios,29647.413
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3503356,2010,Municípios,29668.037
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4215687,2010,Municípios,29677.385
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1710904,2010,Municípios,29689.05
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4311239,2010,Municípios,29700.745
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3555307,2010,Municípios,29706.283
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5221577,2010,Municípios,29741.289
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2505204,2010,Municípios,29760.072
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2207405,2010,Municípios,29762.527
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3549250,2010,Municípios,29780.446
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3164100,2010,Municípios,29796.109
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1712157,2010,Municípios,29817.434
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2308807,2010,Municípios,29869.399
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4318432,2010,Municípios,29941.973
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3129905,2010,Municípios,29973.221
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3159001,2010,Municípios,29998.402
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4306072,2010,Municípios,30002.008
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2507606,2010,Municípios,30034.302
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201408,2010,Municípios,30037.886
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4204178,2010,Municípios,30086.59
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2405207,2010,Municípios,30090.011
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3501400,2010,Municípios,30121.479
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3106101,2010,Municípios,30131.042
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4109104,2010,Municípios,30158.712
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2412104,2010,Municípios,30176.493
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3122207,2010,Municípios,30201.76
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2104503,2010,Municípios,30208.196
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2510402,2010,Municípios,30240.628
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3525805,2010,Municípios,30278.64
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2910776,2010,Municípios,30300.526
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4110300,2010,Municípios,30313.896
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3116001,2010,Municípios,30375.391
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2400901,2010,Municípios,30375.89
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3544509,2010,Municípios,30424.68
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2103901,2010,Municípios,30436.331
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3156106,2010,Municípios,30439.078
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2100402,2010,Municípios,30449.544
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4318614,2010,Municípios,30467.061
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2301505,2010,Municípios,30506.133
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2208650,2010,Municípios,30538.231
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3169505,2010,Municípios,30538.446
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5107404,2010,Municípios,30568.881
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3142304,2010,Municípios,30637.733
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3167806,2010,Municípios,30646.869
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5108352,2010,Municípios,30648.027
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3166006,2010,Municípios,30662.668
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3164472,2010,Municípios,30671.254
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2105989,2010,Municípios,30679.118
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5106851,2010,Municípios,30714.02
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4322558,2010,Municípios,30731.258
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2502003,2010,Municípios,30744.058
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4111308,2010,Municípios,30755.565
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2920304,2010,Municípios,30768.372
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4322350,2010,Municípios,30784.307
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3161403,2010,Municípios,30786.843
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2412708,2010,Municípios,30789.259
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2919108,2010,Municípios,30792.084
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2106672,2010,Municípios,30795.205
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3555703,2010,Municípios,30802.235
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4306759,2010,Municípios,30805.683
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3167509,2010,Municípios,30813.347
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3101409,2010,Municípios,30816.14
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3143450,2010,Municípios,30837.18
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2923308,2010,Municípios,30839.938
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2107209,2010,Municípios,30847.65
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4318457,2010,Municípios,30873.32
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2903953,2010,Municípios,30879.932
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4315453,2010,Municípios,30884.422
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3149606,2010,Municípios,30897.985
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3533809,2010,Municípios,30900.284
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2607406,2010,Municípios,30961.397
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5213053,2010,Municípios,30961.467
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3110202,2010,Municípios,30965.055
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5218391,2010,Municípios,30993.016
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3135357,2010,Municípios,31017.494
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202059,2010,Municípios,31064.838
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3114709,2010,Municípios,31064.857
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5212600,2010,Municípios,31072.096
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2306207,2010,Municípios,31074.565
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2413607,2010,Municípios,31085.397
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5207501,2010,Municípios,31087.157
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1721109,2010,Municípios,31115.047
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4312377,2010,Municípios,31182.007
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4308250,2010,Municípios,31200.848
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3126802,2010,Municípios,31229.91
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2931103,2010,Municípios,31241.032
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3501509,2010,Municípios,31245.569
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4309258,2010,Municípios,31262.338
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4215604,2010,Municípios,31270.382
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3156502,2010,Municípios,31290.924
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2401859,2010,Municípios,31304.297
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3127404,2010,Municípios,31309.301
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3140555,2010,Municípios,31338.653
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3546108,2010,Municípios,31361.811
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3123106,2010,Municípios,31432.798
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2412401,2010,Municípios,31488.048
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2925931,2010,Municípios,31528.067
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4219150,2010,Municípios,31532.614
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2615102,2010,Municípios,31544.831
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2515005,2010,Municípios,31560.89
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1720259,2010,Municípios,31645.884
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4310413,2010,Municípios,31648.384
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2110278,2010,Municípios,31676.071
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5204656,2010,Municípios,31704.241
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3109600,2010,Municípios,31706.357
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4305116,2010,Municípios,31708.941
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2210656,2010,Municípios,31721.26
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2208700,2010,Municípios,31793.073
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2101103,2010,Municípios,31825.885
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1718758,2010,Municípios,31833.855
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3120607,2010,Municípios,31861.767
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2110906,2010,Municípios,31888.329
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3130655,2010,Municípios,31895.289
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4215554,2010,Municípios,31905.687
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3119005,2010,Municípios,31907.074
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2921609,2010,Municípios,31929.377
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4310751,2010,Municípios,31949.76
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3134301,2010,Municípios,31956.478
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4302378,2010,Municípios,32037.611
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2802205,2010,Municípios,32037.764
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3542305,2010,Municípios,32048.595
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2510006,2010,Municípios,32069.23
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4200754,2010,Municípios,32077.251
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5205703,2010,Municípios,32079.158
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4214102,2010,Municípios,32089.337
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205607,2010,Municípios,32096.879
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201606,2010,Municípios,32100.588
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3150570,2010,Municípios,32124.966
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4319752,2010,Municípios,32137.497
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1701101,2010,Municípios,32140.857
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5211602,2010,Municípios,32148.126
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4114351,2010,Municípios,32165.694
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5201603,2010,Municípios,32185.711
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2406304,2010,Municípios,32205.756
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2927804,2010,Municípios,32212.507
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5203104,2010,Municípios,32213.176
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2910305,2010,Municípios,32228.272
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3103207,2010,Municípios,32232.795
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2313252,2010,Municípios,32250.833
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2701357,2010,Municípios,32257.359
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2503803,2010,Municípios,32262.791
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2413508,2010,Municípios,32263.298
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2109304,2010,Municípios,32278.173
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2928307,2010,Municípios,32280.999
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2410900,2010,Municípios,32285.924
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3153707,2010,Municípios,32294.648
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3543501,2010,Municípios,32333.851
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3115003,2010,Municípios,32333.959
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4210050,2010,Municípios,32335.476
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3108503,2010,Municípios,32339.168
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2922730,2010,Municípios,32347.267
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3168309,2010,Municípios,32463.275
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3201803,2010,Municípios,32477.644
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2111904,2010,Municípios,32482.706
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3536901,2010,Municípios,32494.063
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4321493,2010,Municípios,32495.477
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3105707,2010,Municípios,32527.262
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2204204,2010,Municípios,32539.051
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5100102,2010,Municípios,32558.89
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1302108,2010,Municípios,32589.772
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4118303,2010,Municípios,32611.466
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4115739,2010,Municípios,32625.657
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1600253,2010,Municípios,32632.8
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2911303,2010,Municípios,32656.161
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4210852,2010,Municípios,32661.482
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3128501,2010,Municípios,32662.926
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3144359,2010,Municípios,32676.879
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4205555,2010,Municípios,32682.387
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2505238,2010,Municípios,32690.91
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3534500,2010,Municípios,32717.388
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1718840,2010,Municípios,32763.171
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2104073,2010,Municípios,32776.712
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2307908,2010,Municípios,32795.891
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4218954,2010,Municípios,32839.93
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3129400,2010,Municípios,32863.556
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3114600,2010,Municípios,32866.516
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202083,2010,Municípios,32872.141
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2109403,2010,Municípios,32877.638
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3130556,2010,Municípios,32934.739
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3150901,2010,Municípios,32940.152
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3554201,2010,Municípios,32943.624
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1715705,2010,Municípios,32943.809
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2100154,2010,Municípios,32945.093
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3124401,2010,Municípios,32955.868
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4319356,2010,Municípios,33053.017
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3135902,2010,Municípios,33063.892
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3125606,2010,Municípios,33087.965
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2900900,2010,Municípios,33088.188
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2107001,2010,Municípios,33158.224
